sandwich class, 夹心阶层；夹心层；中层阶级
counterfeit note,伪钞，假钞票
price war,"n. 价格战（以减价来吸引顾客）
"
diet tea,无
cut the ribbon, 剪彩；剪裁；丝带
suggested retail price,建议零售价
J-20 stealth fighter,无
the 95th anniversary of the founding of the CPC,无
fast walking, 快速行走；快走
progressively raise retirement age,无
zombie enterprises,无
zombie meat,无
traffic violators,无
travel allowance,"un. 差旅津贴
"
transaction fee, 交易费；手续费；交易费用
traffic warden,"n. （处理违章停车的）交通管理员
"
after-holiday syndrome,无
fintech, 金融科技；表面处理技术展；金融资讯科技服务
financial market exit mechanism,无
bullion reserves,无
Ballon d'Or curse,无
no-fly zone,禁飞区
targeted poverty reduction,无
Pokermon Go,无
precision medicine, 精准药物；精准施药；精确医学
sperm bank,"n. 精子库（保存精子以便帮助女子进行人工受孕）
"
Beijing-Tianjin-Hebei integration,无
economic fugitive,无
overseas NGOs,无
resident identification card,无
last-gasp goal,n. 指“绝杀球”，是指在比赛的最后时刻攻破对方球门，对方已没有反扑的机会。
military budget,"un. 军事预算
"
military uniform, 军装；军服；戎衣
military training,"na. 军事训练
"
for high school and college students,无
a good start,无
open-book exam,无
burn the midnight oil,"na. 干到深夜；开夜车
"
open low-altitude airspace,无
War of Resistance against Japanese Aggression,无
scientific literacy,科学素养
alternative energy vehicle,无
passenger-carrying drone,无
air purifier,"un. 空气净化器
"
ghost town,"n. 〈比喻〉废城；空荡冷清的地方
"
sky train,空中列车(一架飞机牵引一架或数架滑翔机机组)[亦作air train]
air traffic congestion,空域拥挤
vacancy rate,"un. 〔经〕闲置率；空房比
"
in-flight WiFi services,无
empty-nest family,无
air rage tribe,无
pet phrase,"n. 囗头禅
"
leapfrog development,无
Trans-Pacific Partnership,无
TPP,abbr. thermal power plant 热电厂; thiamine pyrophosphate 焦磷酸硫胺素
delivery rush,无
courier company, 快递公司；快递速递；速递公司
L-shaped trajectory,无
garbage sorting,无
spam message, 垃圾短信；垃圾电子邮件
The Lancang-Mekong Cooperation mechanism,无
working-age population, 工作年龄人口；工作人口；劳动年龄人口
vintage car,"n. 老爷车
"
time-honored brand,无
long-standing problem, [经] 长期存在的问题
elderly immigrants,无
egg freezing,卵冷冻(把人卵子取出冷冻保存，供以后植入被赠者的子宫的技术)
frozen embryo,冷冻胚胎(可供植入妇女子宫作生育用)
divorce settlement, 离婚协议书；离婚财产协议；离婚协议金
departure tax refund scheme,无
Start of Spring,无
interest rate corridor,无
community of shared interests,无
be a street vendor,无
show one's hand,"na. 摊牌；摆计划；表示态度
"
show one's cards,"na. 摊牌；公开自己计划；公开自己的计划
"
quantum satellite,无
head-hunting company,猎头公司
tainted star,无
provisional suspension,无
additional train,无
rollover data service,无
mobile population, 流动人口；移动人口；城市流动人口
migrant children, 流动儿童；外来工子女；外来务工人口子女
student visa, 学生签证；办理学生签证；留学签证
left-behind children, 留守儿童；留守孩子
high fever of real estate,无
outdoor barbeque,无
minimum enrollment mark,无
lowest mark for admission,无
admission letter, 录取通知书；录取信；入学通知
travel deposit,无
green fireworks,无
visa-on-arrival, 落地签订；办落地签；落地签证
Marathon fever,无
two-for-one offer,无
selling point,"n. 卖点
"
pulsar navigation satellite,无
whole class teaching,无
blind reconstruction,无
blind liker,无
busy signal,"na. (电话的)占线信号
"
busy tone,"un. 忙音
"
human rights record of the US,无
well-informed,adj. 消息灵通的；见多识广的；熟悉的；博学的
password fatigue, 密码疲劳；密码疲劳症
room escape,无
free-of-charge return,无
duty-free shop, 免税商店
face consumption,无
Civil Code,"na. 民法
"
pain points for people's livelihoods,无
private investment,"un. 私人投资
"
slot allocation, 分配方法
meditation area,无
Hall of Fame,"na. 纽约市纪念美国名人的纪念馆；名人遗物收藏馆；杰出人物
"
motorcycle troops,无
baby-care room,无
breastfeeding,"n. 母乳哺育
v. 用母乳喂养（breastfeed的现在分词）"
MOOC, 网络公开课(Massive Open Online Courses)；mass open online course；大规模开放网络课程
bromeo,无
South China Sea arbitration case,无
disgruntled,adj. 不满的；不高兴的
horseplay at wedding,无
insider trading,"n. 内幕交易（根据内线消息买卖股票的违法行为）
"
reverse repurchase,无
adversity quotient,无
year-end summary,无
Lunar New Year's Eve dinner,无
annual assessment,无
year-end anxiety,无
diaper diplomacy,无
female guard of honor,无
female prime minister,无
hammer price,"n. 击槌价
"
drainage system,"na. 排水系统；【地】水系
"
emissions cheating scandal,无
pollutant discharge license,无
throw mortarboard,无
errand service,无
renovation of shanty towns,无
folk remedy, 偏方；民间疗法；民间验方
bay window,"n. 凸窗
"
box office flop,无
poor second generation,无
quality revolution,无
Apple Pay,苹果支付
pour cold water on,"na. (对他人计划等)泼冷水；使(人)沮丧
"
QQ emoji,无
the 7th Ring Road,无
henpecked,adj. 惧内的
cheongsam,n. 旗袍
corporate deleveraging,无
corporate culture,"na. 企业文化
"
flag-fall price,无
vehicle exhaust,"un. 汽车废气
"
car rental, 租车；汽车租赁；汽车出租
climate agreement,无
meteorological disaster,气象灾害
organ transportation,无
millennials,"adj. 一千年的；一千年至福的
"
signing session,无
lurk,"vi. 潜伏；潜藏；埋伏
n. 潜伏；埋伏"
forced marriage, 逼婚；逼婚记；婚姻
forced shopping,无
forced demolition,无
mandatory labeling,无
ticket purchasing plug-in,无
parent and child program,无
after-school job,无
avian influenza,"un. 禽流感；禽流行性感冒
"
love hotel, 情侣酒店
emotional eating,无
clear air turbulence,"un. 晴空湍流；晴空颠簸
"
emotional sunstroke,无
global governance system,无
stay-at-home dad, 全职爸爸；待在家里的爸爸；家庭主男
global partnership network,无
Family Bucket,无
all-weather friends,无
mass texting,无
group interview,"un. 小组面谈
"
group rental,无
beat about the bush,"na. 旁敲侧击；拨打草丛搜索猎物；旁敲侧击的刺探人意
"
humanitarian relief, 人道主义救援；人道救援；人道庇护
cloud seeding,"na. (人工降雨的)云的催化
"
census taker,"na. (人口)普查员
"
facial identification,无
body-painting, 身体彩绘；身体绘画；天体彩绘
artificial intelligence,"n. 人工智能
"
AI,abbr. 人工智能（artificial intelligence）
human papilloma virus, 人类乳突状病毒；人类乳突病毒；人类乳头状瘤病毒
man vs machine battle,无
human-to-human transmission,"《英汉医学词典》human-to-human transmission
人与人之间的传染"
interpersonal transmission,无
circuit-breaker mechanism,无
kindergarten crunch,无
disadvantaged groups, 弱势群体；劣势群体；弱势社群
vulnerable groups,"un. 易受损害的阶层
"
three-parent baby,三亲婴儿
farewell dinner,"n. 饯别宴
"
sex trade crackdown,无
face scan payment,无
Mori girl,无
fake app,无
flash crash, 闪电崩盘；闪电暴跌；闪崩
rush-to-get-married,无
quickie divorce,闪电离婚
commercial bribery, 商业贿赂；商业贿赂行为；商业受贿罪
commercial remote-sensing satellity,无
moon-viewing flight,无
Shanghai Gold Benchmark Price,无
door-to-door service,送货上门服务
social security premium rate,无
social security fund, [医]社会保险基金
public security,"na. 公安
"
social subsistence fee,无
sexually suggestive ad,无
body image-related pressure,无
status dividend,无
Shenzhen-Hong Kong Stock Connect,无
aesthetic fatigue, 审美疲劳
community of shared life,无
redlines for ecological conservation,无
ecological wealth,无
ecological red line,无
biometric data,生物特征数据
body clock,"n. 生物钟
"
birth registration service system,无
leftover men and women,无
brick-and-mortar bookstore,无
real-name ticket purchase,无
real-name whistleblower,无
real-name authentication,无
diet regimen,无
surveillance camera, 监控摄像机；监控摄像头；监视录影
government-funded public institution,无
Memory of the World Register,无
down payment loan,无
rat tribe,无
tree hole post,无
digital currency, 数字货币；电子货币；数字现金
digital wallet, 电子钱包；数码钱包；数位钱包
face swiping,无
double-edged sword, 双刃剑
innovative and entrepreneurial talent,无
be expelled from the CPC and removed from public office,无
double-decker,n. 双层甲板船；双层公共汽车；双层床；双层夹心三明治
double eyelid, 两倍的眼皮；单眼皮变双眼皮；双眼皮贴
two engines,无
smuggled goods,"na. 走私货
"
statutory taxation,无
successive postgraduate and doctoral program,无
Silk Road Fund,无
judicial explanation,无
judicial inspection,无
private equity investment,无
nametag ripping,无
courtyard dwellings,无
quadrangle dwellings,无
Four Comprehensives,无
home delivery,"un. 家庭接生
"
crash course,"n. 速成班；短期培训课程
"
fetal education,"《英汉医学词典》fetal education
胎教"
impeach,"n. 控告，检举；弹劾；怀疑
vt. 弹劾；归咎；怀疑"
corrupt spouse,无
lunar exploration program,无
carbon emission, 碳排放；碳排放量；二氧化碳排放
set meal, 套餐；客饭；份儿饭
Special Drawing Rights,"un. 〔经〕特别提款权
"
preferential tariff,"na. 特惠关税
"
cash withdrawal, 现金提取；取现；取款
surrogate country,无
additive,"n. 添加剂，添加物
adj. 附加的；[数] 加法的"
pre-movie ad,无
railway operation plan,无
wanted list, 通缉名单；寻人
ventilation corridor,无
sibling rivalry disorder,"《英汉医学词典》sibling rivalry disorder
同胞竞争障碍"
infant stealing,无
investment immigration,无
bookcrossing,"图书漂流（将一本书留在公共场所, 等待其他人捡走阅读, 捡走书的人读后也会照做）"
coloring books, 绘图本；著色本；彩色书
land sale revenue,无
expiration of land use rights,无
local specialty, 土特产；特色点心；地方特产
the 10-Chapter Soil Pollution Action Plan,无
nouveau rich,无
depository platform,无
Brexit referendum,无
bendgate,无
full-length trailer,无
refund policy for online shopping,无
internet celebrity economy,无
anti-online terror drill,无
cyberspace security strategy,无
community of shared future in cyberspace,无
online donation,无
online lottery sale,无
internet copyright infringement,无
online flea market,无
online fake news,无
live streaming, 串流；视频直播；串流直播
cyberspace sovereignty,无
cyberspace writer,无
online game curfew,无
online retails of medicine,无
online car-hailing,无
child molestation, 猥亵儿童；猥亵娈童案；儿童性骚扰
pseudo base station,无
entrusted investment,无
uncut version,无
failed military coup,无
relic hospital,无
cultural confidence,无
problematic vaccine,无
census of pollution sources,无
open-ended contract, 无固定期限合同
"smoke-free ""buffer zone""",无
UAV emergency rescue team,无
unconditional returns,无
No-Face Day,无
intangible asset,"n. 无形资产
"
five-kernel mooncake,无
five-year itch,无
red alert for smog,无
smog subsidy,无
smog face,无
smog refugee,无
property management, 物业管理；资产管理；财产管理
estate management,"un. 地产管理
"
Western-style butler,无
sunset industry,"n. 夕阳产业
"
Project Hope, 希望工程；世界健康基金会；美国世界健康基金会
Xi political economics,无
money laundering, 洗钱；洗黑钱；洗黑钱活动
brainwashing pop song,无
Summer Davos Forum,无
review-before-release system,无
on-site recruiting,无
pledge allegiance to the Constitution,无
houses with limited property rights,无
small displacement car,无
small-budget online series,无
mini apps,无
small guy,无
campus loan,无
school bullying,无
campus recruitment,"校园甄补, 校园招募"
assisted suicide,"n. （假医生等他人之手的）辅助自杀
"
new normal, 新常态；新的常态；新标准
new type of major-power relationship,无
new favorite, 新宠；新欢；新爱
new energy vehicle charger,无
new Chinese-style outfit,无
salary reform,无
chip card, 芯片卡
information disclosure, 信息披露；信息暴露；资料披露
star-rated hotels,无
walking wallets,无
extract confessions by torture,无
be tortured into confessing,无
sexual harassment,"n. 性骚扰
"
sexual prematurity,性早熟
happiness industries,无
suspend courses to do business,无
renew one's visa,无
deceptive advertising, 欺骗性广告；虚假广告；虚伪广告
virtual reality device,无
sequelitis, 接续
sequel syndrome,无
promotional video, 宣传视频；宣传片；视频宣传
academic credit system,无
academic misconduct,无
academic cheating, 学术造假；作弊行为；学术欺诈
students' affairs division,无
school district house,无
snowflake generation,无
sweatshop,n. 血汗工厂；剥削劳力的工厂
cruise on the street for customers,无
Asia Infrastructure Investment Bank,无
verification code, 验证码；验正码；输入下方验证码
fluffy catkins,无
foreign courier,无
elderly care service,无
lottery,n. 彩票；碰运气的事，难算计的事；抽彩给奖法
cash cow,"n. 【商】摇钱树；最赚钱的商品
"
medicine markup,无
drug driving, 药驾；药后驾驶；毒驾
drug test,"un. 药物检验
"
diploma mill,"na. 〈美俚〉滥发文凭的大学
"
evening market,无
night fair,无
Belt and Road Initiative,无
disposable dishware,无
one-off consumption,无
one-hour commuting circle,无
"one person, one account",无
one-person household,单身户
medical reform,无
doctor-patient disputes,无
habitable city,无
livable city, 宜居城市；适宜居住城市；适居的城市
mobile payment, 移动支付；行动支付；手机支付
house-for-pension,无
prospective member,准会员
silver tsunami,无
gravitational wave,"na. 【物】引力波
"
extradition request,无
invisible income,无
off-payroll income,无
national standards for infants and children's textile,无
baby formula, 婴幼儿配方奶粉；婴儿奶粉；婴儿配方
showmance, 荧幕恋情；戏假情真
show romance,无
replace business tax with value-added tax,无
VAT,abbr. 增值税（Value Added Tax）
emergency shelter,应急掩蔽部
this year's graduates, 应届毕业生；本届毕业生
examination-oriented education, 应试教育
congestion fee,无
ghost drivers,无
tour-bus accident,无
study tour, 游学；考察学习课程；美国游学
wall of kindness,无
paid make-up class,无
toxic friend,无
Hugo Award,无
jailhouse bully,无
original screenplay,原着剧本
full-beam headlight,"《英汉医学词典》full beam headlight
全光束头灯"
far side of the moon,月球背面
pre-pregnancy physical examinations,无
longest-reigning monarch,无
online teacher,无
online tutor,无
reclaimed water,"un. 回收水；回水
"
sponsored wedding, 赞助结婚
sponsorship fee,无
puppy love,早年初恋；少男少女间短暂的爱情（等于calf love）
early onset of puberty,无
school-selection fee,无
fried chicken and beer,无
Zika virus, 寨卡病毒；塞卡病毒
strategic focus, 战略重点；战略聚焦；策略焦点
emerging sectors of strategic importance,无
standing-only ticket,无
signature dish, 招牌菜；拿手菜；章芬擅菜
reception costs,无
vacuum package,真空包装
reality show, 以真实故事为题材的电视节目，如救难节目、火灾节目和警察节目。
pillow talk, 枕边细语；枕边风；枕边密语
politainer, 政治艺人
political ecology,政治生态学
political discipline and rules,无
fat tax, 肥胖税；肥胖捐；脂肪税
direct bank, 直接银行；网上银行
professional title, 职称；专业职称；技术职称
occupational pension, 职业年金；职业养老金；企业年金
career bottleneck,无
cage of regulations,无
think tank,"n. 专家小组
"
brain trust,"na. (一般)专家顾问团；〈英〉(广播电台中给听众解答问题的)答问员
"
robo-adviser,无
intelligent manufacturing,无
the Chinese Dream,无
China's Eye of Heaven,无
Made in China 2025,无
medium-term lending facility,无
MLF,abbr. 多边核力量（Multilateral Nuclear Force）；媒体语言格式（Media Language Format）
lifelong accountability system,无
seeded player,n. 种子选手
"crowd innovation, crowdsourcing, crowd support and crowdfunding",无
heavy-lift carrier rocket,无
hog cycle,无
phase out,"na. 使逐步结束；使逐步撤出；逐步淘汰；逐部停止(活动等)
"
liaison office in Beijing,无
lethal injection, 注射；注射死刑；致命性注射剂
special plate,无
genetically modified agricultural products,无
forward,"n. 前锋
adj. 向前的；早的；迅速的
adv. 向前地；向将来
vt. 促进；转寄；运送
"
repost,"n. 尖锐的反驳；敏捷回刺
vt. 重新投寄"
retrieve lost cultural relics,无
birth permission certificate,无
role-playing board games,无
asset bubble, 资产泡沫；资产将有泡沫；资产是否迈入泡沫化
selfie,n. 自拍照
automatic docking,无
We-Media,无
free independent travel,无
self-study examination,自学考试
self-service bank,无
independent recruitment,无
variety show,"na. 杂耍演出
"
switchboard,n. 配电盘；接线总机
north-south and east-west intersecting economic belts,无
day student,"n. （寄宿学校的）走读生
"
off-campus student,无
soccer reform plan,无
soccer hooligan,无
foreign soccer coach,无
top-class soccer nation,无
exploit loopholes,无
lefty,n. 左撇子；左翼分子
essay prompt,无
